id,date,idate,user,text,hashtag,photo,url
533031659776786432,Thu Nov 13 18:00:25 EST 2014,1415919625000,Androlizer,Nexus 6 Review: A Delight for Big Phone Fans #Google #android ,Google|android,http://pbs.twimg.com/media/B2W1eGXIgAADXiq.jpg,http://t.co/paDBdS16No
533031645071568896,Thu Nov 13 18:00:22 EST 2014,1415919622000,DailyNewTech,Rdio matches Spotify on family pricing as the music streaming battle royale ... - PCWorld #Google #News #Tech,Google|News|Tech,,http://t.co/56H6QWjX8q
533031564213776385,Thu Nov 13 18:00:02 EST 2014,1415919602000,ICloudCenter,World Real Estate properties database website #ICloudCenter #web #ASP #C# #MSSQL #2005 #Google #Maps #,ICloudCenter|web|ASP|MSSQL|Google|Maps,,http://t.co/7LMUuMQm9i
533031432634261504,Thu Nov 13 17:59:31 EST 2014,1415919571000,TopTechVideos,Google Developers just uploaded  The Setup: Creating new apps using Google APIs  #google #development #video,google|development|video,,http://t.co/FHumiYk6VF
533031430805536769,Thu Nov 13 17:59:31 EST 2014,1415919571000,TopTechVideos,Google Developers just uploaded  Listing your files in Google Drive  #google #development #video,google|development|video,,http://t.co/DU60gXzRCX
533031429647908864,Thu Nov 13 17:59:30 EST 2014,1415919570000,TopTechVideos,Google Developers just uploaded  The LaunchPad Online series  #google #development #video,google|development|video,,http://t.co/0PUgYhIc7I
533031428490268672,Thu Nov 13 17:59:30 EST 2014,1415919570000,TopTechVideos,Google Developers just uploaded  Accessing Google APIs: Common code walkthrough  #google #development #video,google|development|video,,http://t.co/cB79tcKtkx
533031325297836033,Thu Nov 13 17:59:05 EST 2014,1415919545000,ParentNFamily,#Google Warning over plastics used in treating premature babies - BBC News   ,Google,,http://t.co/1EQaYs4W7i
533031086184726528,Thu Nov 13 17:58:08 EST 2014,1415919488000,bradleyem,So #Google now automatically adds a calendar entry to my phone when I get an email confirmation for an event?  Nothing short of witchcraft!,Google,,
533030964176232448,Thu Nov 13 17:57:39 EST 2014,1415919459000,ChemarieMonica,AsiaClassifiedToday: Clearing the air on rules covering short-selling - The Straits Times: ... #asia #google #ads,asia|google|ads,,http://t.co/AzZL5rwDPk
533030963635175424,Thu Nov 13 17:57:39 EST 2014,1415919459000,BialekSharon,Google s new Messenger app lands in Play Store with Material Design - Digital Trends #Google,Google,,http://t.co/iUpdIDVEES
533030962121035776,Thu Nov 13 17:57:39 EST 2014,1415919459000,BialekSharon,Google Wallet API for digital goods will be retired on March 2  2015 - VentureBeat #Google,Google,,http://t.co/4RLFHfMpkR
533030950670577664,Thu Nov 13 17:57:36 EST 2014,1415919456000,AndroidTokyo,Google s new Messenger app lands in Play Store with Material Design - Digital Trends #Google,Google,,http://t.co/QJUSZeFScy
533030949013823488,Thu Nov 13 17:57:36 EST 2014,1415919456000,AndroidTokyo,Google Wallet API for digital goods will be retired on March 2  2015 - VentureBeat #Google,Google,,http://t.co/KuODtWlcCo
533030940985942016,Thu Nov 13 17:57:34 EST 2014,1415919454000,MbakDesiBPN,Google s new Messenger app lands in Play Store with Material Design - Digital Trends #Google,Google,,http://t.co/CYTGUhmy6C
533030940386156544,Thu Nov 13 17:57:34 EST 2014,1415919454000,MbakDesiJakarta,Google s new Messenger app lands in Play Store with Material Design - Digital Trends #Google,Google,,http://t.co/CfjVbErb0c
533030938972655616,Thu Nov 13 17:57:33 EST 2014,1415919453000,MbakDesiBPN,Google Wallet API for digital goods will be retired on March 2  2015 - VentureBeat #Google,Google,,http://t.co/uQwrUGov0i
533030938460946432,Thu Nov 13 17:57:33 EST 2014,1415919453000,MbakDesiJakarta,Google Wallet API for digital goods will be retired on March 2  2015 - VentureBeat #Google,Google,,http://t.co/9MTUu5BAb2
533030839744200704,Thu Nov 13 17:57:10 EST 2014,1415919430000,WikiBooksGuides,#GOOGLE SNIPER get your website on page 1 The NUMBER ONE selling page rank submission software ,GOOGLE,http://pbs.twimg.com/media/B2W0uXlIQAEEi1i.jpg,http://t.co/V9ExeJjg2u
533030792423694336,Thu Nov 13 17:56:58 EST 2014,1415919418000,selga55,#Google fail Paid for new music Took my money Music won t show up on my #googlemusic No response to emails This is theft,Google|googlemusic,,
533030781828886528,Thu Nov 13 17:56:56 EST 2014,1415919416000,MclendonLakisha,Notice - Continuation of the National Emergency With Respect to Iran #humanrights #google #world,humanrights|google|world,,http://t.co/cE8jihROXN
533030700799127552,Thu Nov 13 17:56:36 EST 2014,1415919396000,MclendonLakisha,Iran: Students’ resistance against University police #humanrights #google #world,humanrights|google|world,,http://t.co/HuIJlrftHw
533030689797853184,Thu Nov 13 17:56:34 EST 2014,1415919394000,aftagod,Gotta love #google,google,,
533030688514404353,Thu Nov 13 17:56:34 EST 2014,1415919394000,LocalSEOTampa,Three Years After Breaking Up  #Twitter Wants Back The #Google Search Love It Once Had #SEO #SocialMedia... ,Twitter|Google|SEO|SocialMedia,,http://t.co/FZRxx2vvsX
533030628108042241,Thu Nov 13 17:56:19 EST 2014,1415919379000,justrapeit,Follow me on google+ #google+ #google #followback #famous ,google|google|followback|famous,http://pbs.twimg.com/media/B2W0h8sIcAAmckH.jpg,
533030626870706176,Thu Nov 13 17:56:19 EST 2014,1415919379000,ISEOUFlorida,Three Years After Breaking Up  #Twitter Wants Back The #Google Search Love It Once Had #SEO #SocialMedia... ,Twitter|Google|SEO|SocialMedia,,http://t.co/dgS70UIvA9
